NCB,ISIN,ISSUER
FR,FR0013210416,Veolia Environnement S.A.
FR,FR0013213295,Electricité de France (E.D.F.)
FR,FR0013213303,Electricité de France (E.D.F.)
FR,FR0013213683,SOCIETE DES AUTOROUTES DU NORD ET DE L EST DE LA FRANCE (SANEF)
FR,FR0013213709,Wendel S.A.
FR,FR0013214137,SOCIETE ANONYME DE GESTION DES STOCKS DE SECURITE (SAGESS)
FR,FR0013216900,DANONE
FR,FR0013216918,DANONE
FR,FR0013216926,DANONE
FR,FR0013217114,Orange S.A.
FR,FR0013217346,Publicis Groupe S.A.
FR,FR0013218138,CAP GEMINI
FR,FR0013220258,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013220266,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013220399,Vivendi S.A.
FR,FR0013222494,Bouygues S.A.
FR,FR0013230943,Valeo S.A.
FR,FR0013231099,Autoroutes du Sud de la France
FR,FR0013238045,Klepierre
FR,FR0013240835,RENAULT SA
FR,FR0013241346,Air Liquide Finance
FR,FR0013241536,Orange S.A.
FR,FR0013241676,Orange S.A.
FR,FR0013245859,Engie S.A.
FR,FR0013245867,Engie S.A.
FR,FR0013246725,Veolia Environnement S.A.
FR,FR0013246733,Veolia Environnement S.A.
FR,FR0013247202,Edenred S.A.
FR,FR0013248507,Suez S.A.
FR,FR0013248523,Suez S.A.
FR,FR0013248721,Kering S.A.
FR,FR0013251170,Autoroutes du Sud de la France
FR,FR0013252277,ARKEMA SA
FR,FR0013257615,LVMH Moët Henn. L. Vuitton SE
FR,FR0013257623,LVMH Moët Henn. L. Vuitton SE
FR,FR0013260551,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013260767,Engie S.A.
FR,FR0013262698,Covivio S.A.
FR,FR0013264405,Coentreprise de Transport d'Electricité
FR,FR0013264421,Coentreprise de Transport d'Electricité
FR,FR0013264439,Coentreprise de Transport d'Electricité
FR,FR0013264488,Regie Autonome des Transports Parisiens (RATP)
FR,FR0013266343,GECINA
FR,FR0013266350,GECINA
FR,FR0013266368,GECINA
FR,FR0013266830,Legrand S.A.
FR,FR0013266848,Legrand S.A.
FR,FR0013281888,Valeo S.A.
FR,FR0013282571,Vivendi S.A.
FR,FR0013283140,Suez S.A.
FR,FR0013284205,GECINA
FR,FR0013284247,Engie S.A.
FR,FR0013284254,Engie S.A.
FR,FR0013284270,Engie S.A.
FR,FR0013286788,Compagnie Fin. Ind. Autoroutes
FR,FR0013286846,Legrand S.A.
FR,FR0013290749,RTE EDF TRANSPORT
FR,FR0013293362,Mercialys
FR,FR0013295722,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013298676,Holding d Infrastructures de Transport S.A.S
FR,FR0013298684,Holding d Infrastructures de Transport S.A.S
FR,FR0013299435,RENAULT SA
FR,FR0013300605,Klepierre
FR,FR0013302197,AEROPORTS DE PARIS
FR,FR0013302809,Schneider Electric SE
FR,FR0013310224,Orange S.A.
FR,FR0013310455,Autoroutes du Sud de la France
FR,FR0013311347,THALES
FR,FR0013320249,Mercialys
FR,FR0013321080,Legrand S.A.
FR,FR0013321536,CARMILA
FR,FR0013322989,GECINA
FR,FR0013323870,Orange S.A.
FR,FR0013324332,Sanofi S.A.
FR,FR0013324340,Sanofi S.A.
FR,FR0013324357,Sanofi S.A.
FR,FR0013324373,Sanofi S.A.
FR,FR0013325172,DANONE
FR,FR0013327962,CAP GEMINI
FR,FR0013327988,CAP GEMINI
FR,FR0013330099,INFRA PARK
FR,FR0013330115,THALES
FR,FR0013332988,Unibail-Rodamco SE
FR,FR0013332996,Unibail-Rodamco SE
FR,FR0013333002,Unibail-Rodamco SE
FR,FR0013335767,SOCIETE FONCIERE LYONNAISE SA
FR,FR0013342128,Carrefour SA
FR,FR0013342334,Valeo S.A.
FR,FR0013344215,Schneider Electric SE
FR,FR0013344686,Engie S.A.
FR,FR0013346137,Autoroutes du Sud de la France
FR,FR0013346814,"Altareit SCA, Paris"
FR,FR0013357845,"Compagnie Generale des Etablissements Michelin, Clermont-Ferrand"
FR,FR0013357852,"Compagnie Generale des Etablissements Michelin, Clermont-Ferrand"
FR,FR0013357860,"Compagnie Generale des Etablissements Michelin, Clermont-Ferrand"
FR,FR0013359197,Orange S.A.
FR,FR0013359239,Orange S.A.
FR,FR0013359254,Suez S.A.
FR,FR0013365285,Engie S.A.
FR,FR0013365293,Engie S.A.
FR,FR0013367422,"Covivio Hotels SACA, Paris"
FR,FR0013367620,VINCI
FR,FR0013367638,VINCI
FR,FR0013368164,RTE EDF TRANSPORT
FR,FR0013368172,RTE EDF TRANSPORT
FR,FR0013368206,RENAULT SA
FR,FR0013368545,Electricité de France (E.D.F.)
FR,FR0013369493,Eutelsat S.A.
FR,FR0013371549,AEROPORTS DE PARIS
FR,FR0013378445,"Atos SE, Bezons"
FR,FR0013378452,"Atos SE, Bezons"
FR,FR0013378460,"Atos SE, Bezons"
FR,FR0013382348,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013383213,Carrefour SA
FR,FR0013384872,Unibail-Rodamco SE
FR,FR0013385473,Veolia Environnement S.A.
FR,FR0013385655,Edenred S.A.
FR,FR0013394681,Veolia Environnement S.A.
FR,FR0013396512,Orange S.A.
FR,FR0013396520,Orange S.A.
FR,FR0013396876,Schneider Electric SE
FR,FR0013397288,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013397452,VINCI
FR,FR0013404571,Autoroutes du Sud de la France
FR,FR0013405032,Unibail-Rodamco SE
FR,FR0013405040,Unibail-Rodamco SE
FR,FR0013405347,LVMH Moët Henn. L. Vuitton SE
FR,FR0013409836,Sanofi S.A.
FR,FR0013409844,Sanofi S.A.
FR,FR0013409851,Sanofi S.A.
FR,FR0013419736,Carrefour SA
FR,FR0013422227,GECINA
FR,FR0013422623,Eutelsat S.A.
FR,FR0013424850,Vivendi S.A.
FR,FR0013424868,Vivendi S.A.
FR,FR0013424876,Vivendi S.A.
FR,FR0013426368,AEROPORTS DE PARIS
FR,FR0013426731,Regie Autonome des Transports Parisiens (RATP)
FR,FR0013428067,Air Liquide Finance
FR,FR0013428414,RENAULT SA
FR,FR0013428489,Engie S.A.
FR,FR0013428513,Engie S.A.
FR,FR0013430741,Klepierre
FR,FR0013431715,Unibail-Rodamco SE
FR,FR0013433679,Orange S.A.
FR,FR0013444502,Dassault Systemes
FR,FR0013444536,Dassault Systemes
FR,FR0013444544,Dassault Systemes
FR,FR0013444551,Dassault Systemes
FR,FR0013444676,Orange S.A.
FR,FR0013444684,Orange S.A.
FR,FR0013444692,Orange S.A.
FR,FR0013444775,Engie S.A.
FR,FR0013445137,RTE EDF TRANSPORT
FR,FR0013445152,RTE EDF TRANSPORT
FR,FR0013447166,"Stellantis N.V, Amsterdam"
FR,FR0013447232,Covivio S.A.
FR,FR0013451416,RENAULT SA
FR,FR0013452620,Suez S.A.
FR,FR0013453040,Alstom S.A.
FR,FR0013455813,Engie S.A.
FR,FR0013455821,Engie S.A.
FR,FR0013456431,Pernod-Ricard S.A.
FR,FR0013456449,Pernod-Ricard S.A.
FR,FR0013456621,Unibail-Rodamco SE
FR,FR0013462728,Ceetrus S.A
FR,FR0013463643,EssilorLuxottica S.A.
FR,FR0013463650,EssilorLuxottica S.A.
FR,FR0013463668,EssilorLuxottica S.A.
FR,FR0013463676,EssilorLuxottica S.A.
FR,FR0013464815,ARKEMA SA
FR,FR0013465424,Electricité de France (E.D.F.)
FR,FR0013476595,Veolia Environnement S.A.
FR,FR0013477486,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013479748,THALES
FR,FR0013482809,LVMH Moët Henn. L. Vuitton SE
FR,FR0013482817,LVMH Moët Henn. L. Vuitton SE
FR,FR0013482825,LVMH Moët Henn. L. Vuitton SE
FR,FR0013482833,LVMH Moët Henn. L. Vuitton SE
FR,FR0013482841,LVMH Moët Henn. L. Vuitton SE
FR,FR0013486834,TOTAL INFRASTRUCTURES GAZ FRANCE
FR,FR0013494168,Schneider Electric SE
FR,FR0013495181,DANONE
FR,FR0013504644,Engie S.A.
FR,FR0013504677,Engie S.A.
FR,FR0013504693,Engie S.A.
FR,FR0013505104,Sanofi S.A.
FR,FR0013505112,Sanofi S.A.
FR,FR0013505260,Carrefour SA
FR,FR0013505542,Suez S.A.
FR,FR0013505559,Air Liquide Finance
FR,FR0013505567,Air Liquide Finance
FR,FR0013505625,AEROPORTS DE PARIS
FR,FR0013505633,AEROPORTS DE PARIS
FR,FR0013506292,Orange S.A.
FR,FR0013506300,Orange S.A.
FR,FR0013506508,LVMH Moët Henn. L. Vuitton SE
FR,FR0013506516,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013506524,Pernod-Ricard S.A.
FR,FR0013506532,Pernod-Ricard S.A.
FR,FR0013506813,Unibail-Rodamco SE
FR,FR0013506821,Unibail-Rodamco SE
FR,FR0013506862,Schneider Electric SE
FR,FR0013507647,Société Nationale SNCF SA
FR,FR0013507654,Bouygues S.A.
FR,FR0013507704,Veolia Environnement S.A.
FR,FR0013507837,CAP GEMINI
FR,FR0013507852,CAP GEMINI
FR,FR0013507860,CAP GEMINI
FR,FR0013507878,CAP GEMINI
FR,FR0013509627,JCDECAUX SA
FR,FR0013509643,JCDECAUX SA
FR,FR0013510179,Auchan Holding SA
FR,FR0013510823,Holding d Infrastructures de Transport S.A.S
FR,FR0013512233,Klepierre
FR,FR0013512381,Kering S.A.
FR,FR0013512407,Kering S.A.
FR,FR0013512449,Suez S.A.
FR,FR0013512621,Compagnie Fin. Ind. Autoroutes
FR,FR0013512944,"Stellantis N.V, Amsterdam"
FR,FR0013512969,THALES
FR,FR0013513538,Legrand S.A.
FR,FR0013515871,SOCIETE FONCIERE LYONNAISE SA
FR,FR0013516051,EssilorLuxottica S.A.
FR,FR0013516069,EssilorLuxottica S.A.
FR,FR0013516077,EssilorLuxottica S.A.
FR,FR0013517026,DANONE
FR,FR0013517059,Veolia Environnement S.A.
FR,FR0013517190,Engie S.A.
FR,FR0013517711,Schneider Electric SE
FR,FR0013518537,Edenred S.A.
FR,FR0013519048,CAP GEMINI
FR,FR0013519071,CAP GEMINI
FR,FR0013519279,Covivio S.A.
FR,FR0013521267,Unibail-Rodamco SE
FR,FR0013521549,"Worldline S.A., Bezons"
FR,FR0013521564,"Worldline S.A., Bezons"
FR,FR0013522091,Mercialys
FR,FR0013522133,AEROPORTS DE PARIS
FR,FR0013522141,AEROPORTS DE PARIS
FR,FR0013522695,RTE EDF TRANSPORT
FR,FR0013522703,RTE EDF TRANSPORT
FR,FR0013524865,Auchan Holding SA
FR,FR0013534278,SOCIETE DES AUTOROUTES PARIS-RHIN-RHONE (APRR)
FR,FR0013534484,Orange S.A.
FR,FR0013537305,THALES
FR,FR00140005C6,Eutelsat S.A.
FR,FR00140005T0,ARKEMA SA
FR,FR0014000C08,Société Nationale SNCF SA
FR,FR0014000D31,"Compagnie Generale des Etablissements Michelin, Clermont-Ferrand"
FR,FR0014000D49,"Compagnie Generale des Etablissements Michelin, Clermont-Ferrand"
FR,FR0014000D56,"Compagnie Generale des Etablissements Michelin, Clermont-Ferrand"
FR,FR0014000KT3,Klepierre
FR,FR0014000PF1,VINCI
FR,FR0014000S75,Teleperformance SE
FR,FR0014000T33,CARMILA
FR,FR0014000UC8,Unibail-Rodamco SE
FR,FR0014000UD6,Unibail-Rodamco SE
FR,FR00140010J1,ALTAREA
FR,FR0014001EW8,Alstom S.A.
FR,FR0014001I50,Veolia Environnement S.A.
FR,FR0014002C30,Suez S.A.
FR,FR0014002G36,Safran SA
FR,FR0014002G44,Safran SA
FR,FR0014002QG3,CARMILA
FR,XS0162990229,Electricité de France (E.D.F.)
FR,XS0271758301,Holding d Infrastructures de Transport S.A.S
FR,XS0368361217,Société Nationale SNCF SA
FR,XS0410937659,Société Nationale SNCF SA
FR,XS0418669429,Total Capital S.A.
FR,XS0488101527,Société Nationale SNCF SA
FR,XS0541453147,Orange S.A.
FR,XS0541787783,Total Capital S.A.
FR,XS0827999318,Orange S.A.
FR,XS0830194501,Total Capital International S.A.
FR,XS0994990280,Total Capital International S.A.
FR,XS0994991411,Total Capital International S.A.
FR,XS1038708522,Unibail-Rodamco SE
FR,XS1048519679,Total Capital International S.A.
FR,XS1074055770,Unibail-Rodamco SE
FR,XS1080163709,SODEXO SA
FR,XS1080163964,SODEXO SA
FR,XS1111108673,Holding d Infrastructures de Transport S.A.S
FR,XS1112013666,WPP Finance S.A.
FR,XS1121177338,Unibail-Rodamco SE
FR,XS1139315581,Total Capital International S.A.
FR,XS1218319702,Unibail-Rodamco SE
FR,XS1218363270,Unibail-Rodamco SE
FR,XS1376614118,Unibail-Rodamco SE
FR,XS1401196958,Unibail-Rodamco SE
FR,XS1401197253,Unibail-Rodamco SE
FR,XS1408317433,Orange S.A.
FR,XS1410426024,AXA S.A.
FR,XS1429027375,THALES
FR,XS1443997223,Total Capital International S.A.
FR,XS1443997819,Total Capital International S.A.
FR,XS1505132602,SODEXO SA
FR,XS1523192588,Unibail-Rodamco SE
FR,XS1558472129,Société Nationale SNCF SA
FR,XS1569845404,Unibail-Rodamco SE
FR,XS1577586321,Compagnie de Saint-Gobain S.A.
FR,XS1619568303,Unibail-Rodamco SE
FR,XS1619568998,Unibail-Rodamco SE
FR,XS1627193359,Compagnie de Saint-Gobain S.A.
FR,XS1693818285,Total Capital International S.A.
FR,XS1693818525,Total Capital International S.A.
FR,XS1793349926,Compagnie de Saint-Gobain S.A.
FR,XS1823513343,SODEXO SA
FR,XS1874122267,Total Capital International S.A.
FR,XS1874122770,Total Capital International S.A.
FR,XS1881574591,Compagnie de Saint-Gobain S.A.
FR,XS1881593971,Compagnie de Saint-Gobain S.A.
FR,XS1898256257,Schlumberger Fin. France SAS
FR,XS1962554785,Compagnie de Saint-Gobain S.A.
FR,XS1962571011,Compagnie de Saint-Gobain S.A.
FR,XS2004381245,Total Capital International S.A.
FR,XS2004381674,Total Capital International S.A.
FR,XS2150053721,Compagnie de Saint-Gobain S.A.
FR,XS2150054372,Compagnie de Saint-Gobain S.A.
FR,XS2153406868,Total Capital International S.A.
FR,XS2153409029,Total Capital International S.A.
FR,XS2163320679,SODEXO SA
FR,XS2163333656,SODEXO SA
FR,XS2166619663,Firmenich Productions Participations S.A.S
FR,XS2166619820,Firmenich Productions Participations S.A.S
FR,XS2176562812,WPP Finance S.A.
FR,XS2176569312,Total Capital International S.A.
FR,XS2176605306,Total Capital International S.A.
FR,XS2203995910,SODEXO SA
FR,XS2203996132,SODEXO SA
FR,XS2231183646,Holding d Infrastructures de Transport S.A.S
IT,IT0005108490,Autostrade per L'Italia S.p.A.
IT,XS0177089298,ENEL Finance Intl N.V.
IT,XS0192503695,ENEL S.p.A.
IT,XS0193945655,Autostrade per L'Italia S.p.A.
IT,XS0203712939,Terna Rete Elettrica Nazio.SpA
IT,XS0215093534,Leonardo S.p.A.
IT,XS0306646042,ENEL S.p.A.
IT,XS0452187916,ENEL Finance Intl N.V.
IT,XS0452314536,Assicurazioni Generali S.p.A.
IT,XS0458887030,Leonardo S.p.A.
IT,XS0486101024,Telecom Italia S.p.A.
IT,XS0542534192,Autostrade per L'Italia S.p.A.
IT,XS0647298883,ENEL Finance Intl N.V.
IT,XS0829190585,Snam S.p.A.
IT,XS0842659426,ENEL Finance Intl N.V.
IT,XS0880764435,Hera S.p.A.
IT,XS0951565091,ENI S.p.A.
IT,XS0970852348,ENI S.p.A.
IT,XS0976307040,Hera S.p.A.
IT,XS0996354956,ENI S.p.A.
IT,XS1004118904,Ferrovie dello Stato Ital.SpA
IT,XS1004874621,A2A S.p.A.
IT,XS1019326641,Snam S.p.A.
IT,XS1023703090,ENI S.p.A.
IT,XS1030851791,EssilorLuxottica S.A.
IT,XS1084043451,Hera S.p.A.
IT,XS1086104681,Iren S.p.A.
IT,XS1087831688,ACEA S.p.A.
IT,XS1088274672,2i Rete Gas S.p.A.
IT,XS1119021357,EXOR N.V.
IT,XS1126183760,Snam S.p.A.
IT,XS1169832810,Telecom Italia S.p.A.
IT,XS1176079843,ENEL Finance Intl N.V.
IT,XS1178105851,Terna Rete Elettrica Nazio.SpA
IT,XS1180451657,ENI S.p.A.
IT,XS1195347478,A2A S.p.A.
IT,XS1292988984,ENI S.p.A.
IT,XS1314238459,Iren S.p.A.
IT,XS1316567343,Autostrade per L'Italia S.p.A.
IT,XS1316569638,Autostrade per L'Italia S.p.A.
IT,XS1318709497,Snam S.p.A.
IT,XS1327504087,Autostrade per L'Italia S.p.A.
IT,XS1329671132,EXOR N.V.
IT,XS1347748607,Telecom Italia S.p.A.
IT,XS1401125346,"Buzzi Unicem S.p.A., Casale Monferrato"
IT,XS1412593185,ENI S.p.A.
IT,XS1412711217,ENI S.p.A.
IT,XS1419869885,Telecom Italia S.p.A.
IT,XS1425966287,ENEL Finance Intl N.V.
IT,XS1493322355,ENI S.p.A.
IT,XS1493328477,ENI S.p.A.
IT,XS1497606365,Telecom Italia S.p.A.
IT,XS1503131713,Terna Rete Elettrica Nazio.SpA
IT,XS1504194173,Hera S.p.A.
IT,XS1505573482,Snam S.p.A.
IT,XS1508912646,ACEA S.p.A.
IT,XS1511781467,Iren S.p.A.
IT,XS1528093799,Autostrade per L'Italia S.p.A.
IT,XS1550149204,ENEL Finance Intl N.V.
IT,XS1551068676,ENI S.p.A.
IT,XS1551678409,Telecom Italia S.p.A.
IT,XS1551917245,Italgas S.P.A.
IT,XS1551917591,Italgas S.P.A.
IT,XS1555402145,Snam S.p.A.
IT,XS1558491855,Atlantia S.p.A.
IT,XS1571982468,2i Rete Gas S.p.A.
IT,XS1578294081,Italgas S.P.A.
IT,XS1581375182,A2A S.p.A.
IT,XS1627782771,Leonardo S.p.A.
IT,XS1627947440,Aeroporti di Roma S.p.A.
IT,XS1639488771,Ferrovie dello Stato Ital.SpA
IT,XS1645722262,Atlantia S.p.A.
IT,XS1652866002,Terna Rete Elettrica Nazio.SpA
IT,XS1684269332,ENI S.p.A.
IT,XS1685542497,Italgas S.P.A.
IT,XS1688199949,Autostrade per L'Italia S.p.A.
IT,XS1698218523,Telecom Italia S.p.A.
IT,XS1698714000,Covivio S.A.
IT,XS1700721464,Snam S.p.A.
IT,XS1701884204,A2A S.p.A.
IT,XS1704789590,Iren S.p.A.
IT,XS1706921951,Esselunga S.p.A.
IT,XS1706922256,Esselunga S.p.A.
IT,XS1709374497,2i Rete Gas S.p.A.
IT,XS1732400319,Ferrovie dello Stato Ital.SpA
IT,XS1750986744,ENEL Finance Intl N.V.
IT,XS1767087866,ACEA S.p.A.
IT,XS1772457633,Covivio S.A.
IT,XS1846631049,Telecom Italia S.p.A.
IT,XS1858912915,Terna Rete Elettrica Nazio.SpA
IT,XS1877937851,2i Rete Gas S.p.A.
IT,XS1881004730,Snam S.p.A.
IT,XS1881533563,Iren S.p.A.
IT,XS1937665955,ENEL Finance Intl N.V.
IT,XS1957442541,Snam S.p.A.
IT,XS1980270810,Terna Rete Elettrica Nazio.SpA
IT,XS1981060624,ERG S.p.A
IT,XS2001278899,ACEA S.p.A.
IT,XS2020608548,Hera S.p.A.
IT,XS2026150313,A2A S.p.A.
IT,XS2026171079,Ferrovie dello Stato Ital.SpA
IT,XS2032727310,Italgas S.P.A.
IT,XS2033351995,Terna Rete Elettrica Nazio.SpA
IT,XS2051660335,Snam S.p.A.
IT,XS2051660509,Snam S.p.A.
IT,XS2065601937,Iren S.p.A.
IT,XS2065946837,ENI S.p.A.
IT,XS2066706735,ENEL Finance Intl N.V.
IT,XS2066706818,ENEL Finance Intl N.V.
IT,XS2066706909,ENEL Finance Intl N.V.
IT,XS2089322098,RAI - RADIOTELEVISIONE ITALIANA SPA
IT,XS2090807293,Italgas S.P.A.
IT,XS2107315470,ENI S.p.A.
IT,XS2113700921,ACEA S.p.A.
IT,XS2176783319,ENI S.p.A.
IT,XS2176785447,ENI S.p.A.
IT,XS2190256706,Snam S.p.A.
IT,XS2192431380,Italgas S.P.A.
IT,XS2197356186,Iren S.p.A.
IT,XS2199716304,Leonardo S.p.A.
IT,XS2200215213,Infrastrutture Wireless Italiane S.p.A
IT,XS2209023402,Terna Rete Elettrica Nazio.SpA
IT,XS2229434852,ERG S.p.A
IT,XS2237901355,Terna Rete Elettrica Nazio.SpA
IT,XS2244936659,Infrastrutture Wireless Italiane S.p.A
IT,XS2250376477,A2A S.p.A.
IT,XS2265990452,Hera S.p.A.
IT,XS2268340010,Snam S.p.A.
IT,XS2270395408,Poste Italiane S.p.A.
IT,XS2270397016,Poste Italiane S.p.A.
IT,XS2275029085,Iren S.p.A.
IT,XS2292486771,ACEA S.p.A.
IT,XS2292487076,ACEA S.p.A.
IT,XS2292547317,2i Rete Gas S.p.A.
IT,XS2299001888,Italgas S.P.A.
IT,XS2299002423,Italgas S.P.A.
IT,XS2300208928,Snam S.p.A.
IT,XS2324772453,Ferrovie dello Stato Ital.SpA
IT,XS2332687040,Infrastrutture Wireless Italiane S.p.A
